Chromosome	start	end	transition	aneuploidy	index	callType
chr7	12082581	12084108	CC->WC	2	ERR2267194.mdup	filt-walker
chr7	69468440	69474025	WC->CC	2	ERR2267194.mdup	filt-walker
chr7	87379886	87382582	CC->WC	2	ERR2267194.mdup	filt-walker
chr7	131778578	131781231	WC->WW	2	ERR2267194.mdup	filt-walker
chr8	12586404	12614470	WC->CC	2	ERR2267194.mdup	filt-walker
chr8	46383160	46383572	CC->WC	2	ERR2267194.mdup	filt-walker
chr12	65735159	65737123	WW->WC	2	ERR2267194.mdup	filt-walker
chr12	72127711	72128064	WC->WW	2	ERR2267194.mdup	filt-walker
chr12	88475495	88484647	WW->WC	2	ERR2267194.mdup	filt-walker
chr16	37153518	37515958	WC->WW	2	ERR2267194.mdup	filt-walker
chr16	59246759	59254205	WW->WC	2	ERR2267194.mdup	filt-walker
chr20	21096890	21099475	WC->WW	2	ERR2267194.mdup	filt-walker
chr1	155977595	155979022	WC->WW	2	ERR2267195.mdup	filt-walker
chr2	119278619	119281992	WC->WW	2	ERR2267195.mdup	filt-walker
chr4	15312449	15334960	WC->CC	2	ERR2267195.mdup	filt-walker
chr4	84222176	84222527	CC->WC	2	ERR2267195.mdup	filt-walker
chr5	127580642	127580845	WC->WW	2	ERR2267195.mdup	filt-walker
chr7	93833050	93842138	WC->CC	2	ERR2267195.mdup	filt-walker
chr9	22559890	22560350	WW->WC	2	ERR2267195.mdup	filt-walker
chr9	36801395	36805996	WC->CC	2	ERR2267195.mdup	filt-walker
chr13	82888573	82898909	WW->WC	2	ERR2267195.mdup	filt-walker
chr14	30780492	30780784	WC->WW	2	ERR2267195.mdup	filt-walker
chr17	34608828	34615484	WC->WW	2	ERR2267195.mdup	filt-walker
chr1	49843135	49851545	WC->WW	2	ERR2267196.mdup	filt-walker
chr1	115215516	115218309	CC->WC	2	ERR2267196.mdup	filt-walker
chr1	202117364	202118110	WC->CC	2	ERR2267196.mdup	filt-walker
chr2	146529948	146548222	CC->WC	2	ERR2267196.mdup	filt-walker
chr2	159472835	159497826	WC->WW	2	ERR2267196.mdup	filt-walker
chr2	187117760	187130636	WW->WC	2	ERR2267196.mdup	filt-walker
chr3	112721970	112753793	CC->WC	2	ERR2267196.mdup	filt-walker
chr3	170848680	170860492	WC->WW	2	ERR2267196.mdup	filt-walker
chr4	20222787	20223521	WC->WW	2	ERR2267196.mdup	filt-walker
chr4	157215143	157216874	WW->WC	2	ERR2267196.mdup	filt-walker
chr5	28465874	28474893	WC->CC	2	ERR2267196.mdup	filt-walker
chr5	107027480	107059108	CC->WC	2	ERR2267196.mdup	filt-walker
chr5	140644929	140674127	WC->WW	2	ERR2267196.mdup	filt-walker
chr5	163905603	163916597	WW->WC	2	ERR2267196.mdup	filt-walker
chr6	55272673	55290878	WC->CC	2	ERR2267196.mdup	filt-walker
chr6	74024136	74032221	CC->WC	2	ERR2267196.mdup	filt-walker
chr7	41855153	41865467	WC->WW	2	ERR2267196.mdup	filt-walker
chr7	61056252	61056456	WW->WC	2	ERR2267196.mdup	filt-walker
chr7	109566149	109566231	WC->CC	2	ERR2267196.mdup	filt-walker
chr9	7289231	7321371	WC->CC	2	ERR2267196.mdup	filt-walker
chr9	39034860	39043707	CC->WC	2	ERR2267196.mdup	filt-walker
chr9	100468194	100474537	WC->WW	2	ERR2267196.mdup	filt-walker
chr10	55284789	55288384	WC->CC	2	ERR2267196.mdup	filt-walker
chr10	124258331	124264751	CC->WC	2	ERR2267196.mdup	filt-walker
chr11	27827357	27836260	WC->CC	2	ERR2267196.mdup	filt-walker
chr11	49904262	49905768	CC->WC	2	ERR2267196.mdup	filt-walker
chr12	13148761	13166868	WC->WW	2	ERR2267196.mdup	filt-walker
chr13	32463238	32470635	CC->WC	2	ERR2267196.mdup	filt-walker
chr17	13015081	13024560	WW->WC	2	ERR2267196.mdup	filt-walker
chr1	23245854	23250160	CC->WC	2	ERR2267197.mdup	filt-walker
chr1	84398984	84399696	WC->WW	2	ERR2267197.mdup	filt-walker
chr1	100969083	100986889	WW->WC	2	ERR2267197.mdup	filt-walker
chr1	150105231	150106816	WC->WW	2	ERR2267197.mdup	filt-walker
chr1	210921040	210925744	WW->WC	2	ERR2267197.mdup	filt-walker
chr2	170157312	170165291	WW->WC	2	ERR2267197.mdup	filt-walker
chr3	166912498	166912625	WC->CC	2	ERR2267197.mdup	filt-walker
chr4	70573744	70586894	WW->WC	2	ERR2267197.mdup	filt-walker
chr4	102646234	102664608	WC->WW	2	ERR2267197.mdup	filt-walker
chr4	123050494	123052764	WW->WC	2	ERR2267197.mdup	filt-walker
chr5	163210210	163232143	WC->WW	2	ERR2267197.mdup	filt-walker
chr8	43864187	43871319	WW->WC	2	ERR2267197.mdup	filt-walker
chr9	19226379	19242200	WC->CC	2	ERR2267197.mdup	filt-walker
chr9	24788955	24789276	CC->WC	2	ERR2267197.mdup	filt-walker
chr10	126031163	126042581	WC->WW	2	ERR2267197.mdup	filt-walker
chr11	63941048	63955951	WW->WC	2	ERR2267197.mdup	filt-walker
chr11	74413500	74439036	WC->CC	2	ERR2267197.mdup	filt-walker
chr11	128900387	128901418	CC->WC	2	ERR2267197.mdup	filt-walker
chr13	70231775	70232528	WC->CC	2	ERR2267197.mdup	filt-walker
chr15	48664175	48683861	WC->WW	2	ERR2267197.mdup	filt-walker
chr15	61241299	61242515	WW->WC	2	ERR2267197.mdup	filt-walker
chr17	70044696	70060611	WC->CC	2	ERR2267197.mdup	filt-walker
chr17	76986814	76996787	CC->WC	2	ERR2267197.mdup	filt-walker
chr1	75577830	75595236	WC->CC	2	ERR2267198.mdup	filt-walker
chr1	90580974	90587821	CC->WC	2	ERR2267198.mdup	filt-walker
chr1	149992594	150008016	WC->CC	2	ERR2267198.mdup	filt-walker
chr1	220390166	220433038	CC->WC	2	ERR2267198.mdup	filt-walker
chr2	76597971	76600310	CC->WC	2	ERR2267198.mdup	filt-walker
chr2	140639992	140694166	WC->CC	2	ERR2267198.mdup	filt-walker
chr3	23599700	23603243	WW->WC	2	ERR2267198.mdup	filt-walker
chr3	112580226	112597231	WC->WW	2	ERR2267198.mdup	filt-walker
chr4	41888901	41891601	WW->WC	2	ERR2267198.mdup	filt-walker
chr4	93599890	93654490	WC->CC	2	ERR2267198.mdup	filt-walker
chr4	144925440	144931711	CC->WC	2	ERR2267198.mdup	filt-walker
chr5	118512246	118538791	WC->CC	2	ERR2267198.mdup	filt-walker
chr5	153836740	153874429	CC->WC	2	ERR2267198.mdup	filt-walker
chr6	122362559	122407747	WW->WC	2	ERR2267198.mdup	filt-walker
chr8	57614928	57619876	WC->CC	2	ERR2267198.mdup	filt-walker
chr8	69591316	69596410	CC->WC	2	ERR2267198.mdup	filt-walker
chr9	65800000	66800000	WC->CC	2	ERR2267198.mdup	filt-1000k
chr10	8396008	8410715	WC->CC	2	ERR2267198.mdup	filt-walker
chr10	50240974	50251225	CC->WC	2	ERR2267198.mdup	filt-walker
chr10	92371295	92373532	WC->WW	2	ERR2267198.mdup	filt-walker
chr11	35877054	35898341	WC->WW	2	ERR2267198.mdup	filt-walker
chr11	53964516	53986971	WW->WC	2	ERR2267198.mdup	filt-walker
chr11	95383523	95407000	WC->WW	2	ERR2267198.mdup	filt-walker
chr13	68291698	68323442	WC->WW	2	ERR2267198.mdup	filt-walker
chr13	92032675	92036048	WW->WC	2	ERR2267198.mdup	filt-walker
chr14	34005446	34010514	WC->CC	2	ERR2267198.mdup	filt-walker
chr14	70442526	70450636	CC->WC	2	ERR2267198.mdup	filt-walker
chr16	11007608	11011874	WC->WW	2	ERR2267198.mdup	filt-walker
chr16	62822426	62834959	WW->WC	2	ERR2267198.mdup	filt-walker
chr20	13872619	13887097	WW->WC	2	ERR2267198.mdup	filt-walker
chr1	63105730	63112842	WC->WW	2	ERR2267199.mdup	filt-walker
chr1	96288546	96293973	WW->WC	2	ERR2267199.mdup	filt-walker
chr3	18166310	18172434	WC->CC	2	ERR2267199.mdup	filt-walker
chr3	52173979	52179048	CC->WC	2	ERR2267199.mdup	filt-walker
chr3	129577110	129579085	WC->CC	2	ERR2267199.mdup	filt-walker
chr3	173190462	173204434	CC->WC	2	ERR2267199.mdup	filt-walker
chr4	123525409	123531897	WC->CC	2	ERR2267199.mdup	filt-walker
chr4	136579097	136600545	CC->WC	2	ERR2267199.mdup	filt-walker
chr5	22196212	22218856	WC->WW	2	ERR2267199.mdup	filt-walker
chr5	139481942	139506147	WW->WC	2	ERR2267199.mdup	filt-walker
chr6	35312672	35329169	WC->WW	2	ERR2267199.mdup	filt-walker
chr6	55457634	55492944	WW->WC	2	ERR2267199.mdup	filt-walker
chr7	75633745	75649518	WW->WC	2	ERR2267199.mdup	filt-walker
chr7	102459381	102470194	WC->CC	2	ERR2267199.mdup	filt-walker
chr8	12691531	12691609	WC->CC	2	ERR2267199.mdup	filt-walker
chr9	67155607	67415038	WC->WW	2	ERR2267199.mdup	filt-walker
chr10	33987161	34012329	CC->WC	2	ERR2267199.mdup	filt-walker
chr10	60209952	60223943	WC->CC	2	ERR2267199.mdup	filt-walker
chr10	116527742	116536517	CC->WC	2	ERR2267199.mdup	filt-walker
chr11	102395652	102415650	CC->WC	2	ERR2267199.mdup	filt-walker
chr12	83887470	83908174	WW->WC	2	ERR2267199.mdup	filt-walker
chr12	120642515	120668688	WC->WW	2	ERR2267199.mdup	filt-walker
chr13	87338098	87343159	WW->WC	2	ERR2267199.mdup	filt-walker
chr14	72737081	72737558	CC->WC	2	ERR2267199.mdup	filt-walker
chr16	68310476	68328662	CC->WC	2	ERR2267199.mdup	filt-walker
chr1	55513065	55567361	CC->WC	2	ERR2267200.mdup	filt-walker
chr2	172048067	172058626	WC->CC	2	ERR2267200.mdup	filt-walker
chr3	53329979	53394651	WW->WC	2	ERR2267200.mdup	filt-walker
chr3	111316265	111322646	WC->WW	2	ERR2267200.mdup	filt-walker
chr4	78314401	78330049	WW->WC	2	ERR2267200.mdup	filt-walker
chr5	32337548	32403113	WW->WC	2	ERR2267200.mdup	filt-walker
chr5	112385234	112446156	WC->CC	2	ERR2267200.mdup	filt-walker
chr6	44395386	44411563	WW->WC	2	ERR2267200.mdup	filt-walker
chr6	145174798	145181041	WC->CC	2	ERR2267200.mdup	filt-walker
chr7	25103123	25190038	WC->CC	2	ERR2267200.mdup	filt-walker
chr9	92942190	92947461	WW->WC	2	ERR2267200.mdup	filt-walker
chr10	47525380	47647668	WC->WW	2	ERR2267200.mdup	filt-walker
chr10	82744553	82760265	WW->WC	2	ERR2267200.mdup	filt-walker
chr11	70955632	71064326	WC->WW	2	ERR2267200.mdup	filt-walker
chr11	87734843	87744521	WW->WC	2	ERR2267200.mdup	filt-walker
chr13	87253622	87274036	WC->CC	2	ERR2267200.mdup	filt-walker
chr17	8227133	8229769	CC->WC	2	ERR2267200.mdup	filt-walker
chr18	35164474	35264133	WW->WC	2	ERR2267200.mdup	filt-walker
chr1	28600853	28614668	CC->WC	2	ERR2267201.mdup	filt-walker
chr1	82898096	82910933	WC->CC	2	ERR2267201.mdup	filt-walker
chr2	88832183	88832582	CC->WC	2	ERR2267201.mdup	filt-walker
chr2	120926977	120930708	WC->CC	2	ERR2267201.mdup	filt-walker
chr3	81353019	81372054	WC->WW	2	ERR2267201.mdup	filt-walker
chr3	102326267	102338641	WW->WC	2	ERR2267201.mdup	filt-walker
chr3	163007108	163019112	WC->CC	2	ERR2267201.mdup	filt-walker
chr4	60963000	61000108	WC->CC	2	ERR2267201.mdup	filt-walker
chr4	128125263	128168095	CC->WC	2	ERR2267201.mdup	filt-walker
chr4	149162804	149178252	WC->WW	2	ERR2267201.mdup	filt-walker
chr5	15338180	15340776	WC->WW	2	ERR2267201.mdup	filt-walker
chr5	143964385	143967148	WW->WC	2	ERR2267201.mdup	filt-walker
chr6	86990764	87004233	WC->CC	2	ERR2267201.mdup	filt-walker
chr8	114434646	114479505	WW->WC	2	ERR2267201.mdup	filt-walker
chr9	83975394	83980783	WC->CC	2	ERR2267201.mdup	filt-walker
chr10	12635432	12647761	WW->WC	2	ERR2267201.mdup	filt-walker
chr10	110733124	110733207	WC->WW	2	ERR2267201.mdup	filt-walker
chr12	21266537	21274141	WW->WC	2	ERR2267201.mdup	filt-walker
chr12	51185504	51193934	WC->WW	2	ERR2267201.mdup	filt-walker
chr12	63219519	63227222	WW->WC	2	ERR2267201.mdup	filt-walker
chr12	76296370	76299720	WC->CC	2	ERR2267201.mdup	filt-walker
chr14	37326418	37340878	WC->WW	2	ERR2267201.mdup	filt-walker
chr17	32716061	32731556	WW->WC	2	ERR2267201.mdup	filt-walker
chr17	45160000	45360000	WC->WW	2	ERR2267201.mdup	filt-200k
chr18	63912196	63925792	WW->WC	2	ERR2267201.mdup	filt-walker
chr20	30360000	30560000	WC->WW	2	ERR2267201.mdup	filt-200k
chr1	12882004	12938801	CC->WC	2	ERR2267202.mdup	filt-walker
chr1	148699933	148893478	WC->CC	2	ERR2267202.mdup	filt-walker
chr3	93529164	93718394	WC->CC	2	ERR2267202.mdup	filt-walker
chr3	124559776	124560322	CC->WC	2	ERR2267202.mdup	filt-walker
chr3	141697463	141722086	WC->WW	2	ERR2267202.mdup	filt-walker
chr4	109350727	109375915	WC->CC	2	ERR2267202.mdup	filt-walker
chr4	174754170	174810782	CC->WC	2	ERR2267202.mdup	filt-walker
chr5	21737871	21770024	CC->WC	2	ERR2267202.mdup	filt-walker
chr5	81560000	81760000	WC->WW	2	ERR2267202.mdup	filt-200k
chr5	145841537	145849251	WW->WC	2	ERR2267202.mdup	filt-walker
chr6	152980375	153001269	CC->WC	2	ERR2267202.mdup	filt-walker
chr7	63199213	63203684	WC->CC	2	ERR2267202.mdup	filt-walker
chr7	92559167	92564072	CC->WC	2	ERR2267202.mdup	filt-walker
chr7	141871817	141871899	WC->CC	2	ERR2267202.mdup	filt-walker
chr8	12568238	12572658	WC->WW	2	ERR2267202.mdup	filt-walker
chr9	35149153	35170452	CC->WC	2	ERR2267202.mdup	filt-walker
chr10	69607152	69625701	WW->WC	2	ERR2267202.mdup	filt-walker
chr11	66312374	66322489	CC->WC	2	ERR2267202.mdup	filt-walker
chr11	75536515	75564074	WC->CC	2	ERR2267202.mdup	filt-walker
chr12	58033862	58043771	WW->WC	2	ERR2267202.mdup	filt-walker
chr15	73784056	73803003	WW->WC	2	ERR2267202.mdup	filt-walker
chr16	34096467	34098236	CC->WC	2	ERR2267202.mdup	filt-walker
chr18	20402085	20596486	WW->WC	2	ERR2267202.mdup	filt-walker
chr1	44161216	44211824	WC->CC	2	ERR2267203.mdup	filt-walker
chr1	107210479	107210747	CC->WC	2	ERR2267203.mdup	filt-walker
chr1	163161554	163167419	WC->WW	2	ERR2267203.mdup	filt-walker
chr2	157698758	157698897	WC->CC	2	ERR2267203.mdup	filt-walker
chr2	224671031	224672936	CC->WC	2	ERR2267203.mdup	filt-walker
chr4	153944563	153960410	WC->WW	2	ERR2267203.mdup	filt-walker
chr5	38768102	38772664	WW->WC	2	ERR2267203.mdup	filt-walker
chr5	116272852	116306699	WC->WW	2	ERR2267203.mdup	filt-walker
chr6	34595200	34658705	CC->WC	2	ERR2267203.mdup	filt-walker
chr8	74238264	74244928	WC->CC	2	ERR2267203.mdup	filt-walker
chr8	119793350	119838958	CC->WC	2	ERR2267203.mdup	filt-walker
chr9	106628691	106632062	CC->WC	2	ERR2267203.mdup	filt-walker
chr10	98762622	98804466	WC->WW	2	ERR2267203.mdup	filt-walker
chr10	112850651	112881290	WW->WC	2	ERR2267203.mdup	filt-walker
chr12	54000373	54024260	WW->WC	2	ERR2267203.mdup	filt-walker
chr12	108718111	108786237	WC->WW	2	ERR2267203.mdup	filt-walker
chr17	31383637	31465241	WC->WW	2	ERR2267203.mdup	filt-walker
chr1	65213466	65215852	CC->WC	2	ERR2267204.mdup	filt-walker
chr1	151833434	151845468	WC->WW	2	ERR2267204.mdup	filt-walker
chr2	53262561	53283772	WC->WW	2	ERR2267204.mdup	filt-walker
chr2	71072299	71072828	WW->WC	2	ERR2267204.mdup	filt-walker
chr3	54314811	54332270	WW->WC	2	ERR2267204.mdup	filt-walker
chr3	66112756	66114325	WC->WW	2	ERR2267204.mdup	filt-walker
chr3	139605096	139625249	WW->WC	2	ERR2267204.mdup	filt-walker
chr3	170168592	170221094	WC->CC	2	ERR2267204.mdup	filt-walker
chr3	186303434	186313111	CC->WC	2	ERR2267204.mdup	filt-walker
chr4	125000505	125005498	WC->CC	2	ERR2267204.mdup	filt-walker
chr4	169988873	169996708	CC->WC	2	ERR2267204.mdup	filt-walker
chr5	99279523	99284767	WC->CC	2	ERR2267204.mdup	filt-walker
chr6	137774450	137806988	WC->WW	2	ERR2267204.mdup	filt-walker
chr7	57994004	58010602	WC->WW	2	ERR2267204.mdup	filt-walker
chr8	38672165	38676604	CC->WC	2	ERR2267204.mdup	filt-walker
chr8	38696859	38725310	WC->WW	2	ERR2267204.mdup	filt-walker
chr8	118523974	118531829	WW->WC	2	ERR2267204.mdup	filt-walker
chr9	27079720	27081173	WW->WC	2	ERR2267204.mdup	filt-walker
chr9	67595622	67807234	WC->WW	2	ERR2267204.mdup	filt-walker
chr10	116396252	116416779	WC->CC	2	ERR2267204.mdup	filt-walker
chr11	57899473	57920411	WC->WW	2	ERR2267204.mdup	filt-walker
chr12	16680000	16920000	WW->WC	2	ERR2267204.mdup	filt-240k
chr12	92745720	92840959	WC->CC	2	ERR2267204.mdup	filt-walker
chr13	42334144	42337626	WW->WC	2	ERR2267204.mdup	filt-walker
chr14	45107479	45116429	WC->CC	2	ERR2267204.mdup	filt-walker
chr18	58903272	58915969	WC->CC	2	ERR2267204.mdup	filt-walker
chr1	174581182	174615525	WC->WW	2	ERR2267205.mdup	filt-walker
chr3	58947845	59003439	WC->WW	2	ERR2267205.mdup	filt-walker
chr3	92865092	93470368	WW->WC	2	ERR2267205.mdup	filt-walker
chr3	120856378	120856697	WC->CC	2	ERR2267205.mdup	filt-walker
chr3	174199899	174233712	CC->WC	2	ERR2267205.mdup	filt-walker
chr4	24537565	24586386	WC->WW	2	ERR2267205.mdup	filt-walker
chr4	160113900	160116691	WW->WC	2	ERR2267205.mdup	filt-walker
chr5	51749215	51761046	WC->WW	2	ERR2267205.mdup	filt-walker
chr5	75399534	75442805	WW->WC	2	ERR2267205.mdup	filt-walker
chr7	42067452	42111529	WC->CC	2	ERR2267205.mdup	filt-walker
chr7	70055070	70065043	CC->WC	2	ERR2267205.mdup	filt-walker
chr7	107288434	107312969	WC->WW	2	ERR2267205.mdup	filt-walker
chr8	61464470	61467658	WW->WC	2	ERR2267205.mdup	filt-walker
chr8	89761489	89786415	WC->CC	2	ERR2267205.mdup	filt-walker
chr9	110443384	110448790	WC->WW	2	ERR2267205.mdup	filt-walker
chr10	19438351	19463611	WC->CC	2	ERR2267205.mdup	filt-walker
chr10	37636623	37667298	CC->WC	2	ERR2267205.mdup	filt-walker
chr12	43425470	43434549	CC->WC	2	ERR2267205.mdup	filt-walker
chr12	106814779	106835238	WC->WW	2	ERR2267205.mdup	filt-walker
chr13	58117480	58126010	CC->WC	2	ERR2267205.mdup	filt-walker
chr14	33930043	33954794	WC->WW	2	ERR2267205.mdup	filt-walker
chr15	41656132	41687780	WC->CC	2	ERR2267205.mdup	filt-walker
chr18	36805249	36816504	CC->WC	2	ERR2267205.mdup	filt-walker
chr20	38411336	38411536	WC->CC	2	ERR2267205.mdup	filt-walker
chr1	87885029	87887058	WC->WW	2	ERR2267206.mdup	filt-walker
chr2	221391549	221399371	WC->WW	2	ERR2267206.mdup	filt-walker
chr3	81240000	81440000	WC->CC	2	ERR2267206.mdup	filt-200k
chr3	93470372	93470373	CC->WC	2	ERR2267206.mdup	filt-walker
chr3	131655162	131668179	WC->CC	2	ERR2267206.mdup	filt-walker
chr3	182197498	182199532	CC->WC	2	ERR2267206.mdup	filt-walker
chr4	12306364	12306992	WW->WC	2	ERR2267206.mdup	filt-walker
chr4	49711839	50084211	WC->WW	2	ERR2267206.mdup	filt-walker
chr4	129432204	129432700	WW->WC	2	ERR2267206.mdup	filt-walker
chr4	172258332	172258362	WC->CC	2	ERR2267206.mdup	filt-walker
chr5	66745518	66760535	WW->WC	2	ERR2267206.mdup	filt-walker
chr5	93649409	93663170	WC->CC	2	ERR2267206.mdup	filt-walker
chr5	116194616	116210655	CC->WC	2	ERR2267206.mdup	filt-walker
chr5	152539289	152540759	WC->CC	2	ERR2267206.mdup	filt-walker
chr6	30611258	30626876	WW->WC	2	ERR2267206.mdup	filt-walker
chr6	52548859	52559676	WC->WW	2	ERR2267206.mdup	filt-walker
chr6	82190281	82197983	WW->WC	2	ERR2267206.mdup	filt-walker
chr6	139883704	139887549	WC->CC	2	ERR2267206.mdup	filt-walker
chr7	70499848	70502114	WC->WW	2	ERR2267206.mdup	filt-walker
chr7	90862359	90862368	WW->WC	2	ERR2267206.mdup	filt-walker
chr7	119722483	119727250	WC->WW	2	ERR2267206.mdup	filt-walker
chr10	54256468	54258382	WC->WW	2	ERR2267206.mdup	filt-walker
chr10	99379100	99383453	WW->WC	2	ERR2267206.mdup	filt-walker
chr11	80904869	80910810	WC->WW	2	ERR2267206.mdup	filt-walker
chr11	95263344	95264072	WW->WC	2	ERR2267206.mdup	filt-walker
chr11	113780504	113785128	WC->CC	2	ERR2267206.mdup	filt-walker
chr11	122815425	122822012	CC->WC	2	ERR2267206.mdup	filt-walker
chr17	17891212	17897376	CC->WC	2	ERR2267206.mdup	filt-walker
chr18	27408039	27412270	WC->WW	2	ERR2267206.mdup	filt-walker
chr18	41945018	41945384	WW->WC	2	ERR2267206.mdup	filt-walker
chr1	48347966	48373872	CC->WC	2	ERR2267207.mdup	filt-walker
chr1	59371506	59381957	WC->WW	2	ERR2267207.mdup	filt-walker
chr1	221528549	221529006	WW->WC	2	ERR2267207.mdup	filt-walker
chr2	60586150	60604323	WC->WW	2	ERR2267207.mdup	filt-walker
chr2	121326827	121329550	WW->WC	2	ERR2267207.mdup	filt-walker
chr2	192036964	192037406	WC->WW	2	ERR2267207.mdup	filt-walker
chr2	217217044	217219824	WW->WC	2	ERR2267207.mdup	filt-walker
chr3	173426157	173462997	WW->WC	2	ERR2267207.mdup	filt-walker
chr4	49091583	49091928	WW->WC	2	ERR2267207.mdup	filt-walker
chr4	116800000	117000000	WC->WW	2	ERR2267207.mdup	filt-200k
chr5	21227753	21246399	WC->CC	2	ERR2267207.mdup	filt-walker
chr6	34236108	34249328	CC->WC	2	ERR2267207.mdup	filt-walker
chr6	154592280	154598315	WC->CC	2	ERR2267207.mdup	filt-walker
chr8	84300927	84320711	WW->WC	2	ERR2267207.mdup	filt-walker
chr9	23996585	24073052	WC->WW	2	ERR2267207.mdup	filt-walker
chr10	113371677	113371791	WC->CC	2	ERR2267207.mdup	filt-walker
chr11	80502698	80514492	WC->WW	2	ERR2267207.mdup	filt-walker
chr12	71605946	71639758	WC->CC	2	ERR2267207.mdup	filt-walker
chr14	61815623	61847157	WW->WC	2	ERR2267207.mdup	filt-walker
chr19	35041178	35051976	CC->WC	2	ERR2267207.mdup	filt-walker
chr1	155424355	155429055	WC->WW	2	ERR2267208.mdup	filt-walker
chr1	190586144	190610838	WW->WC	2	ERR2267208.mdup	filt-walker
chr1	233342961	233360752	WC->WW	2	ERR2267208.mdup	filt-walker
chr2	140016877	140025935	CC->WC	2	ERR2267208.mdup	filt-walker
chr2	204575407	204581292	WC->CC	2	ERR2267208.mdup	filt-walker
chr3	36795800	36805140	WC->WW	2	ERR2267208.mdup	filt-walker
chr3	44976526	44981450	WW->WC	2	ERR2267208.mdup	filt-walker
chr3	110696000	110736000	WC->CC	2	ERR2267208.mdup	filt-40k
chr3	121557831	121561686	CC->WC	2	ERR2267208.mdup	filt-walker
chr3	137744748	137744783	WC->CC	2	ERR2267208.mdup	filt-walker
chr4	79615075	79617132	WC->WW	2	ERR2267208.mdup	filt-walker
chr4	178470053	178484574	WW->WC	2	ERR2267208.mdup	filt-walker
chr5	76061682	76062765	WW->WC	2	ERR2267208.mdup	filt-walker
chr5	90400157	90412779	WC->CC	2	ERR2267208.mdup	filt-walker
chr5	97387597	97390063	CC->WC	2	ERR2267208.mdup	filt-walker
chr5	109318927	109329659	WC->CC	2	ERR2267208.mdup	filt-walker
chr5	132737781	132764634	CC->WC	2	ERR2267208.mdup	filt-walker
chr6	32970834	32983121	WC->WW	2	ERR2267208.mdup	filt-walker
chr6	88984208	88998091	WW->WC	2	ERR2267208.mdup	filt-walker
chr6	111074743	111084917	WC->WW	2	ERR2267208.mdup	filt-walker
chr6	120913283	120939284	WW->WC	2	ERR2267208.mdup	filt-walker
chr8	25550645	25552672	WC->WW	2	ERR2267208.mdup	filt-walker
chr8	68495666	68495817	WW->WC	2	ERR2267208.mdup	filt-walker
chr9	73590900	73596486	WC->CC	2	ERR2267208.mdup	filt-walker
chr9	112583054	112588987	CC->WC	2	ERR2267208.mdup	filt-walker
chr10	3633672	3636551	WW->WC	2	ERR2267208.mdup	filt-walker
chr10	19926254	19929806	WC->CC	2	ERR2267208.mdup	filt-walker
chr10	23611260	23619100	CC->WC	2	ERR2267208.mdup	filt-walker
chr10	62194214	62195256	WC->CC	2	ERR2267208.mdup	filt-walker
chr10	97099361	97109834	CC->WC	2	ERR2267208.mdup	filt-walker
chr10	107324485	107332311	WC->WW	2	ERR2267208.mdup	filt-walker
chr11	23668172	23677459	CC->WC	2	ERR2267208.mdup	filt-walker
chr11	46404595	46407373	WC->CC	2	ERR2267208.mdup	filt-walker
chr12	23126814	23135878	CC->WC	2	ERR2267208.mdup	filt-walker
chr12	77449111	77453851	WC->CC	2	ERR2267208.mdup	filt-walker
chr12	82108616	82110892	CC->WC	2	ERR2267208.mdup	filt-walker
chr12	120850730	120896413	WC->WW	2	ERR2267208.mdup	filt-walker
chr13	78684175	78697131	WC->WW	2	ERR2267208.mdup	filt-walker
chr15	88499054	88505761	WC->CC	2	ERR2267208.mdup	filt-walker
chr16	66996712	67004515	WC->WW	2	ERR2267208.mdup	filt-walker
chr18	68426861	68437352	WC->WW	2	ERR2267208.mdup	filt-walker
chr20	14438081	14441003	WC->CC	2	ERR2267208.mdup	filt-walker
chr1	69836205	69855833	WC->CC	2	ERR2267209.mdup	filt-walker
chr1	114645525	114657326	CC->WC	2	ERR2267209.mdup	filt-walker
chr1	190367913	190368675	WC->CC	2	ERR2267209.mdup	filt-walker
chr2	115613127	115624355	CC->WC	2	ERR2267209.mdup	filt-walker
chr3	26173918	26181388	WW->WC	2	ERR2267209.mdup	filt-walker
chr3	38172989	38180247	WC->CC	2	ERR2267209.mdup	filt-walker
chr3	62150853	62154457	CC->WC	2	ERR2267209.mdup	filt-walker
chr3	108757308	108766949	WC->CC	2	ERR2267209.mdup	filt-walker
chr3	125392485	125396784	CC->WC	2	ERR2267209.mdup	filt-walker
chr3	144781396	144781868	WC->WW	2	ERR2267209.mdup	filt-walker
chr3	160852137	160879455	WW->WC	2	ERR2267209.mdup	filt-walker
chr4	12207995	12261502	WW->WC	2	ERR2267209.mdup	filt-walker
chr4	154339586	154346332	WC->CC	2	ERR2267209.mdup	filt-walker
chr5	170042403	170052812	WW->WC	2	ERR2267209.mdup	filt-walker
chr6	21133313	21140253	WW->WC	2	ERR2267209.mdup	filt-walker
chr6	141035901	141056302	WC->WW	2	ERR2267209.mdup	filt-walker
chr7	79933250	79933354	CC->WC	2	ERR2267209.mdup	filt-walker
chr7	82711779	82716151	WC->WW	2	ERR2267209.mdup	filt-walker
chr7	115061445	115064196	WW->WC	2	ERR2267209.mdup	filt-walker
chr7	152665084	152675459	WC->CC	2	ERR2267209.mdup	filt-walker
chr9	37115580	37173069	WC->CC	2	ERR2267209.mdup	filt-walker
